"plu_balanza","nombre","precio_venta","codigo_barra_externo","mg"
"5564","MILKA OREO 55G","1450","0556400000","25"
"5565","CARGADOR TIPO C","7350","0556500000","25"
"5566","HELADO SONIC","700","0556600000","25"
"5567","NOCHE SUSTO 300G","2000","0556700000","25"
"5568","CARAMELO CALABAZA 500G","2500","0556800000","25"
"5569","PROMO FRAC 2X","1600","0556900000","25"
"5570","TRENTO CARAMELO","800","0557000000","25"
"5571","TRENTO CHOCOLATE","800","0557100000","25"
"5572","TRENTO MANI","800","0557200000","25"
"5573","SALCHICHA LLANQUIHUE 1K","9000","0557300000","25"
"5574","VASO PLASTICO GRANDE","550","0557400000","25"
"5575","PLIEGO PAPEL REGALO","350","0557500000","25"
"5576","SEDAL RIZOS","3150","0557600000","25"
"5577","TOSTITOS SAL 200G","2200","0557700000","25"
"5578","TOSTITOS SALSA VERDE 200G","2200","0557800000","25"
"5579","TRENDY PISTACHO AVELLANA 1L","3400","0557900000","25"
"5580","TAKIS LIMON 49G","1000","0558000000","25"
"5581","TAKIS LIMON 130G","2300","0558100000","25"
"5582","COLUN SIN LAC VAINILLA 120G","350","0558200000","25"
"5583","COLUN SIN LAC FRUTILLA 120G","350","0558300000","25"
"5584","PACK MCKAY 4X","1500","0558400000","25"
"5585","GUNYS DRACULA","350","0558500000","25"
"5586","PALETA NOCTURNA","1300","0558600000","25"
"5587","MANJAR COLUN SIN LACTOSA 380","2250","0558700000","25"
"5588","PROMO MCKAY 4X","1500","0558800000","25"
"5590","COLUN YOG SIN LAC CHIRIMOYA","350","0559000000","25"
"5591","ALGODON WIN 50G","1200","0559100000","25"
"5592","EMPANADA FRITA MECHADA QUESO","2000","0559200000","25"
"5593","SOYA TRAVERSO 250ML","1800","0559300000","25"
"5594","MAS LIMPIO DETERGENTE 5L","3500","0559400000","25"
"5595","BRILLINA TIERRA","1850","0559500000","25"
"5596","TAKIS FUEGO 190G","2300","0559600000","25"
"5597","HERSHEYS AIREADO 85G","2000","0559700000","25"
"5598","MENTOS PURE FRESH","1500","0559800000","25"
"5599","TROZO MELON","700","0559900000","25"
"5600","BACHATA CHIRIMOYA","250","0560000000","25"
"5601","TE LIPTON MANGO 1.5L","2200","0560100000","25"
"5602","LOLY CHOC BIMBO ZOO","300","0560200000","25"
"5603","BB VIZZIO","200","0560300000","25"
"5604","GOMITAS HALLOWEEN","1200","0560400000","25"
"5605","QUESO CREMA CIBOULETTE 200G","1550","0560500000","25"
"5606","ARENA SANITARIA K9 LAVANDA 5L","5200","0560600000","25"
"5607","ARENA SANITARIA K9 5L","5200","0560700000","25"
"5608","LECHE CULTIVADA 1L FRUTILLA","1990","0560800000","25"
"5609","PAN ACEITUNA","750","0560900000","25"
"5610","FRUTILLA CAJITA","2500","0561000000","25"
"5611","POSTRE SUSPIRO LIME O","2000","0561100000","25"
"5612","GOMELO DIENTES","3000","0561200000","25"
"5613","SALCHICHA ORIGEN SURE A SL","4700","0561300000","25"
"5614","TRAPERO VIRUTEX","1200","0561400000","25"
"5615","CONFORT SWAN 4R","1100","0561500000","25"
"5616","NOCHE DE SUSTO","2500","0561600000","25"
"5617","MASTICABLES FRUNA","4500","0561700000","25"
"5618","RED BULL SA DURAZNO 250ML","1500","0561800000","25"
"5619","ROLLO CANELA FRUTA","1500","0561900000","25"
"5620","SALCHICHA ORIGEN 250G","2490","0562000000","25"
"5621","NOCHE DE SUSTO 500G","3000","0562100000","25"
"5622","MAGNUM ALMENDRA 90ML","2250","0562200000","25"
"5623","ARENA SANITARIA 2K TOPK9 NATUR","5200","0562300000","25"
"5624","BIMBO ZOO","300","0562400000","25"
"5625","ALFAJOR ARTESANAL VALE","1000","0562500000","25"
"5626","PAP 1.25L","1300","0562600000","25"
"5627","FINI TUBOS 17G","300","0562700000","25"
"5628","FINI GUSANOS 15G","300","0562800000","25"
"5629","ACONDICIONADOR LARGO 750G","1800","0562900000","25"
"5630","MANI SALADO MARCO POLO 180G","1550","0563000000","25"
"5631","MONSTER PINK","1690","0563100000","25"
"5632","JABON ROSA VENUS","900","0563200000","25"
"5633","LAYS CEBOLLA 36G","700","0563300000","25"
"5634","PEELED UVA","1250","0563400000","25"
"5635","PEELED UVA","1250","0563500000","25"
"5636","PEELED MANGO","1250","0563600000","25"
"5637","PEELED MANGO","1250","0563700000","25"
"5638","PEELED NARANJA","1250","0563800000","25"
"5639","AJO NUEVO","400","0563900000","25"
"5641","DOG CHOW CACHORRO POLLO 100G","790","0564100000","25"
"5642","BRESLER TRISABOR 1L","3750","0564200000","25"
"5643","LAYS ART MERKEN 150G","2600","0564300000","25"
"5644","COLUN LECHE SINLAC 1L","1450","0564400000","25"
"5645","MANJAR COLUN DOYPACK 400G","2200","0564500000","25"
"5646","ESPONJA VIRUTEX 3U","3350","0564600000","25"
"5647","SIDDHARTA LIMON 475ML","1350","0564700000","25"
"5648","SIDDHARTA MANGO 475ML","1350","0564800000","25"
"5649","MILKA LECHE 125G","3470","0564900000","25"
"5650","CHAMONIX TRES LECHES 2.5L","5400","0565000000","25"
"5651","PLENITUD 20U","3500","0565100000","25"
"5652","GUNNYS GRETEL","1800","0565200000","25"
"5653","TRAPERO VIRUTEX DESINFECTANTE","3000","0565300000","25"
"5654","MENTOS FRUTILLA","550","0565400000","25"
"5655","BOLSA DE REGALO GRANDE","1000","0565500000","25"
"5656","BOLSA DE REGALO MEDIANA","800","0565600000","25"
"5657","BOLSA DE REGALO EXTRA CHICA","450","0565700000","25"
"5658","BOLSA DE REGALO CHICA","550","0565800000","25"
"5660","QUESO RANCO 250G","2950","0566000000","25"
"5664","VIRUTEX ESPONJA ACERO","500","0566400000","25"
"5667","WHISKAS SALSA CARNE 85G 3","690","0566700000","25"
"5668","MEGA DELTA ALMENDRAS 650ML","5500","0566800000","25"
"5669","SAN FRANCISCO COOKIES AND CREA","7390","0566900000","25"
"5670","PLIEGO CARTULINA","500","0567000000","25"
"5671","DORITOS 54G","1000","0567100000","25"
"5672","CANELA 1KG","20000","0567200000","25"
"5673","SCHWEPPES 310ML","1000","0567300000","25"
"5674","SCHWEPPES PINK 310ML","1000","0567400000","25"
"5675","SCHWEPPES AGUA TONICA 310ML","1000","0567500000","25"
"5676","LIMONADA FRAMBUESA CACHANTUN 3","850","0567600000","25"
"5678","ACEITE BELMONT 250ML","1530","0567800000","25"
"5679","SENSOR PLUS EXTRA RESISTENTE","1990","0567900000","25"
"5680","COLUN CAPPUCCINO LIGHT 330CC","990","0568000000","25"
"5681","COLUN CARAMELO LIGHT 330CC","990","0568100000","25"
"5682","COLUN QUESO CREMA AJI 100G","850","0568200000","25"
"5683","QUESO LOS ALERCES MANTECOSO 16","1550","0568300000","25"
"5684","DINONUGGETS 360G","1950","0568400000","25"
"5685","PASCUEROS COLGANTES 162G","4500","0568500000","25"
"5686","GLADE POTPURRI","2600","0568600000","25"
"5687","MAIZENA ALMIDON 100G","2100","0568700000","25"
"5689","MERMELADA SA FRUTILLA WATTS","1500","0568900000","25"
"5690","MILO 200G","2950","0569000000","25"
"5692","SCORE ROJA","1200","0569200000","25"
"5693","AZUCAR LA PATRONA 1KG","1500","0569300000","25"
"5694","ARENA GATO TURBO CLEAN 2KG","3390","0569400000","25"
"5695","BRESLER ORLY CREMISSIMO 1L","5900","0569500000","25"
"5696","KUKY NAVIDE A 150G","1570","0569600000","25"
"5697","CANELA NAVIDAD 150G","1360","0569700000","25"
"5698","NESCAFE LATTE 240ML","1900","0569800000","25"
"5699","NESCAFE MOCHA 240ML","1900","0569900000","25"
"5700","NESCAFE ORIGINAL 240ML","1900","0570000000","25"
"5701","DOVE TONO UNIFORME","3500","0570100000","25"
"5702","LAYS SWITCH 180G","2200","0570200000","25"
"5703","MARIPOSAS 250G","850","0570300000","25"
"5704","PALETA NAVIDAD","300","0570400000","25"
"5705","OBLEA DOS EN UNO FRUTILLA","1350","0570500000","25"
"5706","FINI RANITAS","1100","0570600000","25"
"5707","TUBOS COLORES ACIDOS","1100","0570700000","25"
"5708","LAYS JAMON SERRANO 45G","1000","0570800000","25"
"5709","LAYS OREGANO 45G","1000","0570900000","25"
"5710","EUROFOIL ALUMINIO","1200","0571000000","25"
"5711","EUROPLAS FILM","1200","0571100000","25"
"5712","ILKO ALUMINIO","1950","0571200000","25"
"5713","VINAGRE INCOLORO 500ML","1000","0571300000","25"
"5715","DORITOS SWITCH 180G","2200","0571500000","25"
"5716","HIT 25G","600","0571600000","25"
"5717","CACHANTUN MAS FRUTOS BOSQUE 1","1550","0571700000","25"
"5718","JUMEX PI A COCO 460ML","2050","0571800000","25"
"5719","TOMATE MALLOA","1200","0571900000","25"
"5720","CABELLOS DE ANGEL 1 400G","1100","0572000000","25"
"5721","HUMITAS","2200","0572100000","25"
"5722","SAN FRANCISCO PAPAYA 140ML","2000","0572200000","25"
"5723","DE TODITO 64G","1000","0572300000","25"
"5724","VAN CAMPS ATUN AGUA 160G","1950","0572400000","25"
"5725","TOTOPOS130G","1000","0572500000","25"
"5726","COSTA CACAO 72% NARANJA","3450","0572600000","25"
"5727","COSTA CACAO 62%","3450","0572700000","25"
"5728","COSTA MILK EXCELLENCE","3450","0572800000","25"
"5729","LONCOLECHE SINLAC SEMIDES 200M","550","0572900000","25"
"5730","DUBIGOF","650","0573000000","25"
"5731","MERMELADA WATTS SA DAMASCO 200","1500","0573100000","25"
"5733","PANTY CAFFARENA APRICOT 4","2890","0573300000","25"
"5734","MAMADERA AIZHILANG","2000","0573400000","25"
"5735","MASTER DOG NAVIDAD ROJO 45G","1300","0573500000","25"
"5736","MASTER DOG NAVIDAD VERDE 45G","1300","0573600000","25"
"5737","ESPONJA ACERO ECONOMICA","350","0573700000","25"
"5738","BATIFRUT DAMASCO SOPROLE","670","0573800000","25"
"5739","CHEETOS 64G","1000","0573900000","25"
"5740","AZUCAR MISOL 1KG","1150","0574000000","25"
"5741","TRENDY HELADO OREO 170ML","1400","0574100000","25"
"5742","SEMILLA DE ANIS","25000","0574200000","25"
"5743","CLAVO DE OLOR","30000","0574300000","25"
"5744","ESENCIA COLA DE MONO 100G","2500","0574400000","25"
"5745","ESCENCIA PAN DE PASCUA 60ML","2500","0574500000","25"
"5746","DOG CHOW CACHORRO POLLO 100G","790","0574600000","25"
"5747","SAHNE NUSS CORAZON","11600","0574700000","25"
"5748","WATTS TUTTIFRUTILLA 200ML","350","0574800000","25"
"5749","LUCKY AMBER 20","6000","0574900000","25"
"5750","OREO LIMON 6PQTS","1850","0575000000","25"
"5752","VAINILLA TRAVERSO 115ML","850","0575200000","25"
"5753","LAKES GEL 220G","1750","0575300000","25"
"5754","QUESO CREMA MERKEN 200G","1550","0575400000","25"
"5755","PROTEX AVENA 85G","850","0575500000","25"
"5756","LIMON SODA 600ML","1200","0575600000","25"
"5757","CANADA DRY AGUA TONICA","1800","0575700000","25"
"5758","CONFORT 4R 30MTS","1300","0575800000","25"
"5790","CACHANTUN UVA 600ML","1300","0579000000","25"
"5800","MELON TROZO","1250","0580000000","25"
"6000","LOVE LEMON ORIGINAL 1L","4200","0600000000","25"
"6001","LOVE LEMON ORIGINAL 475CC","2400","0600100000","25"
"6002","LOVE LEMON NARANJADA 475CC","2400","0600200000","25"
"6003","LOVE LEMON PINK 475CC","2400","0600300000","25"
"6004","LOVE LEMON MENTA JENGIBRE 475C","2400","0600400000","25"
"6005","LOVE LEMON BLUE 475CC","2350","0600500000","25"
"6006","ALOE VERA ORIGINAL OYE 500ML","1450","0600600000","25"
"6007","ALOE VERA FRUTILLA OYE 500ML","1450","0600700000","25"
"6008","GATORADE COOL BLUE 750ML","1150","0600800000","25"
"6009","GATORADE FRUTAS TROPICALES 750","1150","0600900000","25"
"6010","GATORADE COOL BLUE 1L","1600","0601000000","25"
"6011","GATORADE COOL BLUE ZERO 1L","1600","0601100000","25"
"6012","GATORADE FRUTAS TROPICALES 1L","1600","0601200000","25"
"6013","GATORADE NARANJA 1L","1600","0601300000","25"
"6014","GATORADE MARACUYA 1L","1600","0601400000","25"
"6015","JUGO WATTS DAMASCO 1.5L","1850","0601500000","25"
"6016","WATTS NARANJA PLATANO 1.5","1890","0601600000","25"
"6017","WATTS MANZANA 1.5L","1850","0601700000","25"
"6018","WATTS PI A 1.5L","1850","0601800000","25"
"6019","WATTS TUTTIARANDANO 1.5L","1850","0601900000","25"
"6020","WATTS TUTTIFRUTILLA LIGHT 1.5","1850","0602000000","25"
"6021","WATTS MARACUYA LIGHT 1.5L","1850","0602100000","25"
"6022","WATTS NARANJA LIGHT 1.5L","1850","0602200000","25"
"6023","WATTS PI A LIGHT 1.5L","1850","0602300000","25"
"6024","WATTS TUTTIARAN LIGHT 1.5","1850","0602400000","25"
"6025","WATTS MANGO LIGHT 1.5L","1850","0602500000","25"
"6026","JUGO WATTS DURAZNO LIGHT 1.5L","1850","0602600000","25"
"6027","LOVE LEMON LIGHT 1L","4200","0602700000","25"
"6028","JUGO WATTS TUTTIFRUTILLA 300ML","850","0602800000","25"
"6029","JUGO WATTS DURAZNO 300ML","850","0602900000","25"
"6030","RED BULL ENERGY DRINK 250ML","1500","0603000000","25"
"6031","RED BULL TROPICAL 250ML","1500","0603100000","25"
"6032","RED BULL SANDIA 250ML","1500","0603200000","25"
"6033","RED BULL JUNEBERRY 250ML","1500","0603300000","25"
"6034","RED BULL ARANDANO 250ML","1500","0603400000","25"
"6035","RED BULL SUGAR FREE 250ML","1500","0603500000","25"
"6036","RED BULL ORIGINAL 355ML","2000","0603600000","25"
"6037","RED BULL SUGAR FREE 355ML","2000","0603700000","25"
"6038","RED BULL ORIGINAL 473ML","2800","0603800000","25"
"6039","JUMEX GUAVA NECTAR 473ML","2050","0603900000","25"
"6040","JUMEX GUAYABA 335ML","1100","0604000000","25"
"6041","JUMEX MANGO 335ML","1050","0604100000","25"
"6042","SUEROX PI A 630ML","3500","0604200000","25"
"6043","SUEROX MANZANA 630ML","3500","0604300000","25"
"6044","SUEROX ARANDANO-POMELO 630ML","3500","0604400000","25"
"6045","SUEROX LIMON DE PICA 630ML","3500","0604500000","25"
"6046","PUYEHUE GASIFICADA 500ML","760","0604600000","25"
"6047","ALOE VERA MANGO OYE 500ML","1450","0604700000","25"
"6048","ALOE VERA COCO OYE 500ML","1450","0604800000","25"
"6049","ALOE VERA PI A OYE 500ML","1450","0604900000","25"
"6050","COLAGENO LIMONADA JENGIBRE 550","1680","0605000000","25"
"6051","COLAGENO COCO PI A 550CC","1680","0605100000","25"
"6052","COLAGENO LIMONADA FRAMB 550CC","1680","0605200000","25"
"6053","COLAGENO BERRIES 550CC","1680","0605300000","25"
"6054","COLAGENO MARACUYA 550CC","1680","0605400000","25"
"6055","SCORE ORIGINAL 500ML","1200","0605500000","25"
"6056","SCORE MANGO 500ML","1200","0605600000","25"
"6057","SCORE ZERO SUGAR 500ML","1200","0605700000","25"
"6058","SCORE GUARANA 500ML","1200","0605800000","25"
"6059","LIPTON TE DURAZNO 310ML","1000","0605900000","25"
"6060","LIPTON TE LIMON 310ML","1000","0606000000","25"
"6061","MALTIN 355ML","1790","0606100000","25"
"6062","HEINEKEN 0.0 BEER 470ML","1100","0606200000","25"
"6063","ROYAL GUARD S/ALCOHOL LATA 350","950","0606300000","25"
"6064","CRISTAL CERO LATA 350CC","800","0606400000","25"
"6065","CRISTAL CERO 355CC","950","0606500000","25"
"6066","CRISTAL CERO RADLER 355CC","950","0606600000","25"
"6067","HEINEKEN 0.0 BEER 330CC","1250","0606700000","25"
"6068","CORONA CERO 330CC","1000","0606800000","25"
"6069","ROYAL GUARD 0.0 355CC","1150","0606900000","25"
"6070","ALOE VERA ORIGINAL 1.5L","2900","0607000000","25"
"6071","ALOE VERA DURAZNO 1.5L","2900","0607100000","25"
"6072","ALOE VERA ARANDANO 1.5L","2900","0607200000","25"
"6073","ALOE VERA GRANADA 1.5L","2900","0607300000","25"
"6074","ALOE VERA PI A 1.5L","2900","0607400000","25"
"6075","KEM XTREME BLUEBERRY 1.5L","2200","0607500000","25"
"6076","KEM XTREME ORIGINAL 1.5L","2200","0607600000","25"
"6077","TE LIPTON FRAMBUESA 1.5L","2200","0607700000","25"
"6078","TE LIPTON LIMON 1.5L","2200","0607800000","25"
"6079","TE LIPTON DURAZNO 1.5L","2200","0607900000","25"
"6080","FRUGO STRAWBERRY 2L","1400","0608000000","25"
"6081","FRUGO NARANJA 2L","1400","0608100000","25"
"6082","FRUGO PI A 2L","1400","0608200000","25"
"6083","JUGO WATTS NARANJA 300ML","850","0608300000","25"
"6084","STRIKEONE TROPICAL 473ML","1800","0608400000","25"
"6085","STRIKEONE SANDIA 473ML","1800","0608500000","25"
"6086","STRIKEONE CHICLE 473ML","1800","0608600000","25"
"6087","MONSTER ENERGY ORIGINAL 473ML","1690","0608700000","25"
"6088","MONSTER ENERGY ZERO 473ML","1690","0608800000","25"
"6089","MONSTER ENERGY ULT PARADIS 473","1690","0608900000","25"
"6090","MONSTER ENERGY ULTRA GOLD 473M","1690","0609000000","25"
"6091","MONSTER AUSSIE LEMONADE 473ML","1690","0609100000","25"
"6092","MONSTER ENERGY SANDIA 473ML","1690","0609200000","25"
"6093","MONSTER ENERGY ULTRA 473ML","1690","0609300000","25"
"6094","MONSTER MANGO LOCO 473ML","1690","0609400000","25"
"6095","ROCKSTAR ENERGY DRINK 500ML","1000","0609500000","25"
"6096","SPRITE 591ML","1300","0609600000","25"
"6097","SPRITE S/AZUCAR 591ML","1300","0609700000","25"
"6098","FANTA 591ML","1300","0609800000","25"
"6099","FANTA S/ AZUCAR 591ML","1300","0609900000","25"
"6100","COCA COLA 591ML","1300","0610000000","25"
"6101","COCA COLA S/ AZUCAR 591ML","1300","0610100000","25"
"6102","BENEDICTINO GASIFICADA 1.5L","900","0610200000","25"
"6103","BENEDICTINO SIN GAS 1.5L","900","0610300000","25"
"6104","BENEDICTINO GASIFICADA 3L","1300","0610400000","25"
"6105","BENEDICTINO SIN GAS 3L","1300","0610500000","25"
"6106","JUGO DEL VALLE DURAZNO 1.5L","1700","0610600000","25"
"6107","JUGO DEL VALLE PI A 1.5L","1700","0610700000","25"
"6108","JUGO DEL VALLE MANZANA 1.5L","1700","0610800000","25"
"6109","JUGO DEL VALLE FRUTILLA 1.5L","1700","0610900000","25"
"6110","JUGO DEL VALLE KIWI 0 AZUC 1.5","1700","0611000000","25"
"6111","JUGO DEL VALLE FRUTI 0 AZU 1.5","1700","0611100000","25"
"6112","JUGO DEL VALLE PI A 0 AZ 1.5L","1700","0611200000","25"
"6113","ALOE VERA COCO 1.5L","2900","0611300000","25"
"6114","FASTLYTE FRUTILLA 625ML","2500","0611400000","25"
"6115","RED BULL PURPLE EDITION 250ML","1500","0611500000","25"
"6116","KEM 250ML","700","0611600000","25"
"6117","KEM 350ML","800","0611700000","25"
"6118","KEM 600ML","1200","0611800000","25"
"6119","CANADA DRY 350ML","800","0611900000","25"
"6120","KEM XTREME 600ML","1200","0612000000","25"
"6121","PEPSI 250ML","700","0612100000","25"
"6122","PEPSI 600ML","1200","0612200000","25"
"6123","PEPSI 2L","2000","0612300000","25"
"6124","PEPSI ZERO AZUCAR 2L","1500","0612400000","25"
"6125","PEPSI RETORNABLE 2L","1800","0612500000","25"
"6126","PEPSI ZERO AZUCAR 3L","2000","0612600000","25"
"6127","CANADA DRY RETORNABLE 2.5L","1850","0612700000","25"
"6128","LIMON SODA RETORNABLE 2.5L","1900","0612800000","25"
"6129","BILZ RETORNABLE 2.5L","1900","0612900000","25"
"6130","PAP RETORNABLE 2.5L","1900","0613000000","25"
"6131","KEM RETORNABLE 2.5L","1900","0613100000","25"
"6132","KEM XTREME 350ML","800","0613200000","25"
"6133","PAP 350ML","800","0613300000","25"
"6134","BILZ 350ML","800","0613400000","25"
"6135","LIMON SODA 350ML","800","0613500000","25"
"6136","CRUSH ORANGE 350ML","800","0613600000","25"
"6137","PEPSI 350ML","800","0613700000","25"
"6138","PEPSI ZERO AZUCAR 350ML","800","0613800000","25"
"6139","SCHWEPPES 350ML","800","0613900000","25"
"6140","7UP 2L","1800","0614000000","25"
"6141","CRUSH ORANGE ZERO 2L","1500","0614100000","25"
"6142","PAP ZERO 2L","1500","0614200000","25"
"6143","KEM ZERO 2L","1500","0614300000","25"
"6144","BILZ ZERO 2L","1500","0614400000","25"
"6145","PAP RETORNABLE 2L","1800","0614500000","25"
"6146","LIMON SODA RETORNABLE 2L","1800","0614600000","25"
"6147","KEM RETORNABLE 2L","1800","0614700000","25"
"6148","BILZ RETORNABLE 2L","1800","0614800000","25"
"6149","LIMON SODA ZERO 2L","1500","0614900000","25"
"6150","CANADA DRY ZERO 2L","1500","0615000000","25"
"6151","CACHANTUN GASIFICADA 600ML","700","0615100000","25"
"6152","CACHANTUN SUAVE GASIFICADA 600","700","0615200000","25"
"6153","CACHANTUN SIN GAS 600ML","700","0615300000","25"
"6154","CACHANTUN SIN GAS 1L","1000","0615400000","25"
"6155","CACHANTUN MANZANA 600ML","1300","0615500000","25"
"6156","CACHANTUN GRANADA 600ML","1300","0615600000","25"
"6157","COCA-COLA ORIGINAL 220ML","600","0615700000","25"
"6158","COCA-COLA SIN AZUCAR 220ML","600","0615800000","25"
"6159","COCA-COLA ORIGINAL 237ML","400","0615900000","25"
"6160","COCA-COLA ORIGINAL 250ML","700","0616000000","25"
"6161","COCA-COLA ORIGINAL 350ML","1000","0616100000","25"
"6162","COCA-COLA ORIGINAL 1L RETORNBL","1000","0616200000","25"
"6163","COCA-COLA ZERO 1L RETORNABLE","1000","0616300000","25"
"6164","COCA-COLA ORIGINAL 1.5 RETORNA","1400","0616400000","25"
"6165","COCA-COLA ZERO 2L RETORNABLE","1800","0616500000","25"
"6166","COCA-COLA ORIGINAL 2L RETORNAB","1800","0616600000","25"
"6167","COCA-COLA ORIGINAL 3L RETORNAB","2300","0616700000","25"
"6168","COCA-COLA ZERO 3L RETORNABLE","2300","0616800000","25"
"6169","COCA-COLA ORIGINAL 1L","1400","0616900000","25"
"6170","COCA-COLA ORIGINAL 1.5L","1900","0617000000","25"
"6171","COCA-COLA ZERO 1.5L","1900","0617100000","25"
"6172","COCA-COLA ORIGINAL 3L","3100","0617200000","25"
"6173","COCA-COLA ZERO 3L","3100","0617300000","25"
"6174","FANTA PI A 220ML","600","0617400000","25"
"6175","FANTA FRUTILLA 220ML","600","0617500000","25"
"6176","FANTA 237ML","400","0617600000","25"
"6177","FANTA 350ML","1000","0617700000","25"
"6178","FANTA 1L RETORNABLE","1000","0617800000","25"
"6179","FANTA 2L RETORNABLE","1800","0617900000","25"
"6180","FANTA 3L RETORNABLE","2300","0618000000","25"
"6181","FANTA 1.5L RETORNABLE","1400","0618100000","25"
"6182","FANTA SIN AZUCAR 1.5L","1400","0618200000","25"
"6183","FANTA 3L","3100","0618300000","25"
"6184","SPRITE 237ML","400","0618400000","25"
"6185","SPRITE 350ML","1000","0618500000","25"
"6186","SPRITE 1L RETORNABLE","1000","0618600000","25"
"6187","SPRITE 2L RETORNABLE","1800","0618700000","25"
"6188","SPRITE 2.5L RETORNABLE","1000","0618800000","25"
"6189","SPRITE 1.5L","1900","0618900000","25"
"6190","SPRITE SIN AZUCAR 1.5L","1400","0619000000","25"
"6191","SPRITE 3L","3100","0619100000","25"
"6192","BENEDICTINO GASIFICADA 500ML","1100","0619200000","25"
"6193","BENEDICTINO SIN GAS 500ML","1100","0619300000","25"
"6194","BENEDICTINO MANZANA 500ML","1100","0619400000","25"
"6195","VITAL GASIFICADA 600ML","900","0619500000","25"
"6196","VITAL SIN GAS 600ML","900","0619600000","25"
"6197","VITAL SIN GAS 990ML","1300","0619700000","25"
"6198","VITAL GASIFICADA 1.6L","1100","0619800000","25"
"6199","VITAL SIN GAS 1.6L","1100","0619900000","25"
"6200","SCHWEPPES AGUA TONICA 1.5L","1990","0620000000","25"
"6201","JUGO DEL VALLE NARANJA 300ML","990","0620100000","25"
"6202","JUGO DEL VALLE PI A 300ML","990","0620200000","25"
"6203","JUGO DEL VALLE DURAZNO 300ML","990","0620300000","25"
"6204","JUGO DEL VALLE NARANJA 400ML","890","0620400000","25"
"6205","JUGO DEL VALLE DURAZNO 400ML","890","0620500000","25"
"6206","JUGO DEL VALLE FRUTILLA 400ML","890","0620600000","25"
"6207","AQUARIUS MANZANA 500ML","1100","0620700000","25"
"6208","SIX PACK DEL VALLE PI A","1800","0620800000","25"
"6209","SIX PACK DEL VALLE NARANJA","1800","0620900000","25"
"6210","SIX PACK DEL VALLE FRUTILLA","1800","0621000000","25"
"6211","JUGO DEL VALLE FRUTILLA 200ML","350","0621100000","25"
"6212","JUGO DEL VALLE NARANJA 200ML","350","0621200000","25"
"6213","JUGO DEL VALLE PI A 200ML","350","0621300000","25"
"6214","KAPO FRAMBUESA 252ML","350","0621400000","25"
"6215","KAPO MANZANA 252ML","350","0621500000","25"
"6216","KAPO PI A 252ML","350","0621600000","25"
"6217","AQUARIUS LIMONADA 1.6L","1400","0621700000","25"
"6218","AQUARIUS UVA 1.6L","1400","0621800000","25"
"6219","AQUARIUS PERA 1.6L","1400","0621900000","25"
"6220","AQUARIUS MANZANA 1.6L","1400","0622000000","25"
"6221","BENEDICTINO LIMONADA 2L","1500","0622100000","25"
"6222","BENEDICTINO FRUTILLA 2L","1500","0622200000","25"
"6223","BENEDICTINO MANZANA 2L","1500","0622300000","25"
"6224","BENEDICTINO PERA 2L","1500","0622400000","25"
"6225","CACHANTUN GASIFICADA 1.6L","1050","0622500000","25"
"6226","CACHANTUN SUAVEMENTE GASI 1.6L","1050","0622600000","25"
"6227","CACHANTUN SIN GAS 1.6L","1050","0622700000","25"
"6228","CACHANTUN GASIFICADA 2.5L","1250","0622800000","25"
"6229","CACHANTUN SIN GAS 2.5L","1250","0622900000","25"
"6230","GUALLARAUCO MANZANA PERA 1L","2000","0623000000","25"
"6231","GUALLARAUCO MANGOPI A 1L","2000","0623100000","25"
"6232","GUALLARAUCO MANGO 1L","2000","0623200000","25"
"6233","POWER ADE FROZEN BLAST 1.1L","1700","0623300000","25"
"6234","POWER ADE ROJO 1.1L","1700","0623400000","25"
"6235","POWER ADE LIMALIMON 1.1L","1700","0623500000","25"
"6236","POWER ADE UVA 1.1L","1700","0623600000","25"
"6237","POWER ADE NARANJA 1.1L","1700","0623700000","25"
"6238","7 UP ZERO AZUCAR 2L","1000","0623800000","25"
"6239","CACHANTUN CITRUS GASIFICADA 2L","1350","0623900000","25"
"6240","CACHANTUN LIMONADA JENGIB 1.6L","1550","0624000000","25"
"6241","CACHANTUN UVA 1.6L","1550","0624100000","25"
"6242","CACHANTUN GRANADA 1.6L","1550","0624200000","25"
"6243","CACHANTUN MANZANA 1.6L","1550","0624300000","25"
"6244","CACHANTUN LIMONADA FRAMB 1.6L","1550","0624400000","25"
"6245","CACHANTUN ALOE VERA 1.6L","1550","0624500000","25"
"6246","KEM 3.0 L","2350","0624600000","25"
"6247","7 UP 3.0 L","2350","0624700000","25"
"6248","BILZ 3.0 L","2350","0624800000","25"
"6249","PEPSI 3.0 L","2350","0624900000","25"
"6250","CRUSH 3.0 L","2350","0625000000","25"
"6251","CANADA DRY 3.0 L","2350","0625100000","25"
"6252","PAP 3.0 L","2350","0625200000","25"
"6253","LIMON SODA 3.0 L","2350","0625300000","25"
"6254","MANANTIAL GASIFICADA 3L","1100","0625400000","25"
"6255","LIVEAN NECTAR PI A 200ML","300","0625500000","25"
"6256","PACK NECTAR WATTS DURAZNO 6X","1800","0625600000","25"
"6257","PACK NECTAR WATTS NARANJA 6X","1800","0625700000","25"
"6258","PACK NECTAR WATTS MANZANA 6X","1800","0625800000","25"
"6259","PACK NECTAR WATTS PI A 6X","1800","0625900000","25"
"6260","NECTAR WATTS PI A 200ML","350","0626000000","25"
